Trillion cubic metres,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,tt,uu
Yemen,0,0,0,0,0,0,0.016574999999999996,0.110175,0.15209999999999996,0.19304999999999997,0.23887499999999995,0.3246836795257267,0.3246836795257267,0.3246836795257267,0.3246836795257267,0.3246836795257267,0.3246836795257267,0.3246836795257267,0.3246836795257267,0.3246836795257267,0.3246836795257267,0.3246836795257267,0.3246836795257267,0.3246836795257267,0.3246836795257267,0.3246836795257267,0.3246836795257267,0.3246836795257267,0.3246836795257267,0.3237118796333485,0.3158923796333485,0.3041130046333485,0.29460178588334857,0.2816570046333485,0.26952774460209855,0.26693753522709834,0.26643515741459833,0.26613373824584835,0.2660332651895984,0.2659327921333484,0.2658310300107585,-0.0003826610542220221,-0.019469006945760814,0.0014134367879155688,,
Other Middle East,0,0,0,0,0,0,0,0.0273,0.0273,0.010725,0.014625,0.004875,0.004875,0.004875,0.004875,0.004875,0.004875,0.004875,0.004875,0.006825,0.006825,0.006825,0.006825,0.005849999999999999,0.005849999999999999,0.005849999999999999,0.004875,0.004875,0.004875,0.004695,0.004695,0.005849999999999999,0.004695,0.005849999999999999,0.004719640181625,0.004719640181625,0.004719640181625,0.004719640181625,0.004719640181625,0.004719640181625,0.004719640181625,0,0.0005235821537910024,0.000025094561226216945,,
Total Middle East,24.030378624828334,24.320951603375,25.190446095330007,25.68464958460333,26.724062073876667,26.987372560468334,29.641528547060002,30.371039530970005,33.38068550951667,36.670965490745004,36.811288974655,41.38146914345406,42.58093912736406,43.00309910591073,44.100536094922774,44.025424073730726,47.684009060322396,47.90264906032239,51.5547240603224,53.77418899596239,58.25022147450906,70.37585097450906,71.21384397450906,71.74490392623906,71.70380642087574,69.78813142087573,70.94304204532723,72.26568199420115,73.72051969589597,73.62628656454761,77.80989308125109,78.4170532407511,77.38879706659836,77.66401304449755,77.62290788410232,76.97181977204674,77.60648751397179,75.31325002576271,75.56850065639733,75.76307775256896,75.80692082396591,0.0005786865145596121,0.002864991938075656,0.40306916264387876,,
Algeria,3.5814625,3.540075,3.4775125,3.3985875,3.3129250000000003,3.2234125,3.1367875,3.0443875,3.1127249999999997,3.128125,3.17625,3.490025,3.513125,3.56125,2.8518874999999997,3.551625,3.56125,3.9241125,3.9241125,4.3505,4.3533875,4.3533875,4.3533875,4.3745625,4.3745625,4.3352924999999995,4.3352924999999995,4.335100000000001,4.335100000000001,4.335100000000001,4.335100000000001,4.335100000000001,4.33501170015375,4.33501170015375,4.335100000000001,4.335100000000001,4.335100000000001,4.335100000000001,4.335100000000001,4.335100000000001,2.2792,-0.4742451154529308,0,0.012118619586610285,,
Egypt,0.08084999999999999,0.0798875,0.1953875,0.1925,0.2261875,0.2454375,0.279125,0.2954875,0.3166625,0.33783749999999996,0.36478750000000004,0.38115,0.41964999999999997,0.5726875,0.6073375,0.6208125,0.8171625,0.8922374999999999,0.98175,1.1771375,1.3792625,1.4986125,1.5948624999999998,1.66012,1.799875,1.8239375,1.9105625,1.992375,2.069375,2.107875,2.127125,2.107875,2.1030625,2.1030625,2.104025,2.007775,2.1377125,2.1377125,2.1377125,2.1377125,2.1377125,0,0.0014065884272265183,0.011366323522745544,,
Libya,0.65075,0.63175,0.6203500000000001,0.608,0.5966,0.5947,0.6916,0.69065,0.78565,1.1571,1.1476,1.24355,1.2340499999999999,1.22455,1.2445,1.24735,1.24545,1.2483,1.24925,1.24925,1.2483,1.2483,1.4278499999999998,1.41645,1.41645,1.41645,1.349,1.463,1.463,1.47155,1.42025,1.4696500000000001,1.47155,1.4307,1.4296550000000001,1.429654488813367,1.429654488813367,1.429654488813367,1.429654488813367,1.429654488813367,1.429654488813367,0,-0.0028841795578279372,0.007601543914627495,,
Nigeria,1.103083,1.0896309999999998,1.3157595,1.3015,1.28725,1.273,2.28,2.2866500000000003,2.3522,2.6904,2.698,3.23,3.53039,3.49885,3.2775,3.3003,3.30125,3.30885,3.3364000000000003,3.3364000000000003,3.9006999999999996,4.401065000000001,4.747434999999999,4.928625,4.967455,4.89421,4.94665,5.027399999999999,5.027399999999999,5.027399999999999,4.918691588785046,4.916808269612008,4.862461059190032,4.8516992353440935,5.05778816199377,5.02006396601529,5.2014440818266,5.3455265,5.391247491936245,5.4729794499999995,5.4729794499999995,0,0.008528180039070188,0.029100103527503328,,
Other Africa,0.32954999999999995,0.33149999999999996,0.42119999999999996,0.5323499999999999,0.5411250000000001,0.5772,0.7056,0.7574375,0.7847375,0.7905875,0.7925375,0.7359874999999999,0.7524875,0.7086124999999999,0.7378624999999999,0.7661374999999999,0.79137875,0.77870375,0.8030787499999998,0.8290187499999999,1.0434360305,1.045414014,1.0288063975,0.9866280765617158,1.0234150880617157,1.1084650800230678,1.1080283322857143,1.1057700654621696,1.1328825268609515,1.2064357327144422,1.2086778747857205,1.265417603711569,1.2605053766123442,1.2469127105330287,1.21060961937695,1.1927120680160954,1.3150926327745993,1.2882507611637166,1.3027385754386807,1.5710558106298358,1.5690112490795358,-0.0013013933282741696,0.026759529158589812,0.008342510729513484,,
Total Africa,5.745695500000001,5.6728435,6.0302095,6.032937499999999,5.9640875,5.9137499999999985,7.093112500000001,7.074612500000001,7.3519749999999995,8.104049999999999,8.179175,9.080712499999999,9.449702499999999,9.565949999999999,8.719087499999999,9.486224999999997,9.716491249999997,10.152203749999998,10.294591249999996,10.942306249999998,11.925086030499997,12.546779013999998,13.152341397499997,13.366385576561717,13.581757588061716,13.578355080023067,13.649533332285714,13.923645065462171,14.027757526860952,14.148360732714446,14.009844463570767,14.094850873323576,14.032590635956128,13.967386146030872,14.137177781370722,13.985305522844756,14.41900370341457,14.536244249977088,14.596453056188295,14.946502249443204,12.888557687892904,-0.13768736840266182,0.005502939966574472,0.06852910128100015,,
Australia,0.141336,0.3563819999999999,0.49998000000000004,0.49062,0.53742,0.55302,0.70356,0.8338199999999999,0.80574,0.7449,0.7230599999999999,0.741,0.78468,0.77376,1.00776,0.9859199999999998,1.0608,1.16532,1.5514199999999998,1.5514199999999998,1.7183399999999998,2.0802599999999996,1.9718399999999996,1.8576643800000001,1.8116443800000002,1.83582438,1.8519836399999998,1.78828377,2.7432639,2.7534428999999996,2.8596648599999996,2.8148239471824903,2.81943562991399,2.8203782687931658,2.386109116822422,2.3895955044697197,2.3895955044697197,2.3895955044697197,2.3895955044697197,2.3895955044697197,2.3895955044697197,0,-0.014072837254869741,0.012705597966191046,,
Bangladesh,0.27885000000000004,0.309075,0.330525,0.303225,0.344175,0.344175,0.34514999999999996,0.34514999999999996,0.34125,0.7068750000000001,0.7068750000000001,0.7020000000000001,0.295425,0.289575,0.29347500000000004,0.2652,0.2925,0.289575,0.289575,0.314925,0.29835,0.3315,0.3315,0.422175,0.41145,0.39682500000000004,0.37342500000000006,0.36465000000000003,0.3354,0.3549,0.34514999999999996,0.340275,0.26537590108981873,0.24371528772215623,0.2234474032256813,0.1976756504660437,0.1778907240047437,0.1623624784652062,0.1204214433157312,0.1102272675879375,0.1102272675879375,0,-0.11035180029135305,0.0005860838557255671,,
Brunei,0.20182499999999998,0.2067,0.215475,0.21255000000000002,0.23205,0.23205,0.3315,0.32272500000000004,0.31395,0.309075,0.32272500000000004,0.3861,0.39,0.39,0.39,0.39,0.39,0.38122500000000004,0.37245,0.36465,0.35685,0.3471,0.34125,0.336375,0.336375,0.324675,0.312975,0.312975,0.312975,0.30127499999999996,0.29370661125,0.2808,0.2691,0.26325,0.256425,0.25155,0.2457,0.234,0.2223,0.2223,0.2223,0,-0.02994214486503244,0.0011819801395680355,,
China,0.7083284169124877,0.7049016715830876,0.8658579154375615,0.8799680432645036,0.8967994100294985,0.8788593903638151,0.8718043264503442,0.9010324483775812,0.9293534906588006,1.0308456243854476,1.0068584070796462,1.0096804326450344,1.4099041297935104,1.6838421828908554,1.6828343166175026,1.6828343166175026,1.1796066863323504,1.1694272369714847,1.3776524090462146,1.3776524090462146,1.3776524090462146,1.3784587020648966,1.2779655653883975,1.3466254473942967,1.4595488003933137,1.5466421533923305,1.696748515240905,2.272839233038348,2.710600909537857,2.868212045231072,2.747093731563422,2.928997468043265,3.1398622418879047,3.3745167366696043,3.5764380339351947,4.679402163225172,5.479311356932152,6.070297935103246,6.363927679449361,8.398549655850541,8.398549655850541,0,0.11342073263279451,0.04465550559780162,,
India,0.3344250000000001,0.400725,0.40950000000000003,0.45045000000000013,0.46605,0.46800000000000014,0.527475,0.5382,0.585,0.6688500000000002,0.6825,0.7117500000000001,0.7166250000000001,0.70005,0.68445,0.6507558750000001,0.6172608749999999,0.66630025,0.6494565,0.6236615000000001,0.7313171249999999,0.734339375,0.7225583750000001,0.821975,0.8883875,1.0734750000000002,1.0481250000000002,1.0154375,1.049125,1.07343775,1.1054986249999998,1.2301327499999999,1.280356,1.3039565,1.3736309125,1.2049441250000001,1.1813725,1.2413314375,1.289336125,1.3288660897833995,1.3204431160449042,-0.006338466910438045,0.021575421457242783,0.0070208616221070965,,
Indonesia,0.8343300000000001,0.87662505,0.9743999999999999,1.2071395,1.7245053000000001,2.0119330000000004,2.298975,2.402505,2.599009,2.5909904999999998,2.9065540000000003,1.8676,1.8473,1.8473,1.8473,1.97925,2.08075,2.1842799999999998,2.213715,2.6593,2.72223,2.642045,2.595355,2.595355,2.8105350000000002,2.51517,2.67148,3.0468973075275,3.2325680612925,3.1155897381,3.0095332239524994,3.0095332239524994,2.9704446442125,2.918422343235,2.881633091715,2.8163896534725,2.909225030355,2.8847946680175,2.7609183601650003,1.4295484004993626,1.2522716318174998,-0.12400893080635633,-0.07494861029900524,0.00665839045502807,,
Malaysia,0.5578195286736187,0.6204727043000063,0.6447089121554811,0.6265317562638749,0.6742306759794376,0.6827391319286998,0.6720391039925062,0.6649487240347873,0.6596631680663061,0.7339187836235062,0.761248975460531,0.8740504747878751,0.9900748740959998,1.0403521137961875,1.0919185134886875,1.033906313834625,1.028749673865375,1.1215691933118748,1.1060992734041248,1.0635569936578126,1.0635569936578126,1.1254366732888124,1.1473523931581249,1.121827025310337,1.0982353974510188,1.1338162132388439,1.1463984147638135,1.1345897092342312,1.1340482620374597,1.078013425159168,1.0272670498726655,1.0511749166489812,1.0183208803692698,1.0180123917657045,1.1105589728353138,1.002238684605283,0.9466812036553985,0.9082306305087883,0.9082306305087883,0.9082306305087883,0.9082306305087883,0,-0.01699167121217393,0.004829107365761325,,
Myanmar,0.09067499999999999,0.14235,0.14235,0.238875,0.2535,0.26130000000000003,0.26130000000000003,0.26130000000000003,0.260325,0.25935,0.258375,0.27105000000000007,0.27105000000000007,0.26130000000000003,0.26130000000000003,0.26130000000000003,0.27495,0.27592500000000003,0.27787500000000004,0.279825,0.279825,0.336375,0.433875,0.394875,0.472875,0.5285850000000001,0.5285850000000001,0.48575998748250004,0.3392529946942501,0.32690033521875,0.21723189422347913,0.21723189422347913,0.27821305125,0.51831091447875,0.5191455536325,0.5055967676026518,0.4898088630907687,0.47488455779076605,0.46052314396758204,0.4469344158833254,0.4322118691658466,-0.03294117927432605,0.03176987453863411,0.0022980919722879393,,
Pakistan,0.29129189634375,0.316370006625,0.35765243431875,0.30479549418749996,0.30402386002500004,0.29707915256250006,0.36073897096874996,0.43211513100000004,0.34187251569562505,0.347235373125,0.3751878206615626,0.4359733018125,0.47574174024768506,0.4496849014596139,0.45040317733799584,0.4081022533003637,0.3934273245851141,0.36427637432093596,0.4041167244092228,0.4014520489714495,0.5007837902770694,0.5162379582658875,0.5482140635191683,0.5433649476913378,0.5805868433966377,0.6768277985820073,0.676711241286689,0.6689840385984964,0.609118692442644,0.5814487976518319,0.5510845539773914,0.5461972187512999,0.5394698924946354,0.4851760325325059,0.4548386136531184,0.379647051406974,0.3649627312974162,0.37984313353718346,0.36582705942827887,0.39464306139179206,0.3847863298650301,-0.024976320353891746,-0.03801278666545793,0.0020459280246412073,,
Papua New Guinea,0,0,0,0,0,0.00010898796641036697,0.0002997168917686491,0.0005858103115257924,0.0008719037312828673,0.0015394549256293694,0.0016416311433461162,0.0027519461169700186,0.002969921872160539,0.0037328375228422644,0.0029154279841143785,0.0029154279841143785,0.0029154279841143785,0.0029154279841143785,0.0029154279841143785,0.0029154279841143785,0.0029154279841143785,0.0029162815893750004,0.0027609282710625003,0.0026246534304375,0.002480202099375,0.0023330252714999994,0.0021940249340625,0.0020632010870625,0.0019214752528125,0.14959293380795688,0.1494403059864569,0.1492904036617694,0.1491459523307069,0.1489960500060194,0.14561045816395504,0.13596024056721734,0.20248354713897374,0.19208546841872015,0.18224749304613577,0.17601944488460564,0.16314447989030173,-0.07314512895290881,0.016400702950087664,0.0008674473014417157,,
Thailand,0.2847,0.3919499999999999,0.34125,0.1638,0.20475,0.21255000000000002,0.1989,0.1794,0.190125,0.223275,0.2184,0.23985,0.22522499999999998,0.176475,0.170625,0.1716,0.1911,0.19987499999999997,0.4095,0.336375,0.351,0.36854999999999993,0.429975,0.40754999999999997,0.34514999999999996,0.2964,0.32272500000000004,0.3282395986093729,0.3516852842243282,0.32325739041619495,0.3100691922577827,0.2948588037150805,0.26490459577341374,0.24661256492769584,0.2271801945478806,0.2140637988016641,0.20016900629303105,0.1878620728426709,0.17754040282175704,0.14308403709987846,0.14308403709987846,0,-0.07826883409918295,0.000760784930909907,,
Vietnam,0,0,0,0,0,0,0,0,0,0,0.014625,0.014625,0.10335,0.10335,0.13065000000000002,0.14332499999999998,0.16672499999999998,0.16575,0.16575,0.16575,0.16575,0.188175,0.22425,0.2145,0.2145,0.2145,0.2145,0.4997447888576733,0.5830355870006187,0.7139211269395334,0.6459286386595777,0.6459286386595777,0.6459286386595777,0.6459286386595777,0.6459286386595777,0.6459286386595777,0.6459286386595777,0.6459286386595777,0.6459286386595777,0.6459286386595777,0.6459286386595777,0,-0.009958429029398475,0.003434434649005123,,
Other Asia Pacific,0.23692500000000005,0.23985,0.23010000000000003,0.22912500000000002,0.2262,0.24765000000000004,0.22815000000000002,0.2223,0.26227500000000004,0.252525,0.27329250000000005,0.2534025,0.2588625,0.26247,0.2680275,0.2588625,0.253695,0.265005,0.2617875,0.2487225,0.24648,0.29289,0.2906475,0.32757024962164316,0.3280333346059937,0.32442366633173225,0.32276916868778655,0.31528796516071833,0.30383586319415545,0.2712412414197256,0.2600920271669779,0.25416346744053575,0.24027409838731945,0.24589478848764904,0.24079806311577642,0.23106441444841727,0.22241421618711618,0.2035623743796568,0.19511402296975616,0.1909397790479974,0.18925524456781392,-0.008822333871874921,-0.03449601808748948,0.0010062795339102447,,
Total Asia Pacific,3.960505841929857,4.565401432508094,5.011799261911793,5.1070797937158785,5.863704246033937,6.189464662821426,6.799892118303369,7.104082113723895,7.289435078152014,7.869379736059584,8.251343334345087,7.50983365536238,7.771208166009355,7.9818920356695005,8.281658935428299,8.233971686736606,7.9324799877669525,8.251443482588408,9.082312834843675,9.39020587965959,9.815050745965209,10.34428399020897,10.317543825336752,10.392481703448052,10.759801457946338,10.869497236816411,11.16862000491326,12.235752099595905,13.706831029676627,13.911232683944235,13.521760713910256,13.763407732278981,13.880831526369137,14.233170517277827,14.04174405280642,14.654056692725218,15.455543322083894,15.974778899693032,16.081910503801687,16.78486692566693,16.56002840552784,-0.013395311451368741,0.01895552562238545,0.08805049341437891,,
Total World,70.88912024899123,73.46817919065239,75.80536326279967,77.39440726858466,80.21198451958374,82.4055621709287,88.3279218132746,90.83630065642349,94.75251971629616,105.46381134485516,108.36301268372898,114.15017420327439,116.84624981052521,118.01987241903682,118.82398911230305,119.0881790694644,122.33916100289998,125.03895968776575,128.52190623667283,131.90042986306477,138.02319320580088,152.48165219782138,153.8995401317063,154.58082749521623,155.01981620615624,153.39273965421313,155.2850564492172,162.6722146962351,165.96157628952656,168.97606094916785,179.94082908470924,181.91948303711985,180.79520524144172,181.29881261294278,183.16237267120746,181.1933896287376,183.5360545191992,187.82836778234136,189.05386040570963,190.2678766014053,188.07422608745472,-0.011529274164057135,0.01193828948532949,1,,
