Thousand barrels daily*,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,tt,uu
Other Europe,354.303361070367,327.9622744845109,316.2141919044872,309.62723440325874,302.9533065460986,284.0224374866722,329.52868616269285,329.44835682156156,360.37164076236945,355.2138083287601,393.9724379060954,301.3533701885955,211.42844134328146,190.66033007423837,168.83098585130102,175.39786309988213,192.8030338755592,216.92783302135993,203.69366959778583,185.13772503149983,188.11663770647655,200.48052069158416,210.36095919378153,217.18890618756706,216.7356850631738,203.0510388670914,186.90495827898053,196.18293295565846,181.10707712346746,198.6932057667301,184.09345280171743,157.8259456842762,132.2003542935783,136.4384104034999,127.94364383561644,140.8564931593631,147.9017666357072,165.4466711362029,165.82533175674857,122.72816189041096,112.03526459745275,-0.08712668004028556,-0.04703681926610259,0.0014836785673793718,,
Total Europe,14701.781990960548,13227.21651061707,12308.522862029864,11955.019258544391,11917.690439117107,11650.459800503795,12485.29231107218,12403.66451812565,12895.701420932051,12972.458652389207,14196.018318513807,14029.581000461112,13729.449639048204,13724.013781005744,13872.79037408771,13923.517545089715,14268.17814702891,14509.186061883303,15028.670223269019,14262.091903908213,14269.641664262368,14409.70065907785,14276.167913074843,14727.690142762296,15019.383605954772,15034.608821782962,14731.614578855777,14552.883163317594,14453.506360078274,13413.973265449598,13326.691453130434,12953.018746260497,12793.411111815714,12173.418629599104,12082.118518856758,12810.146463858018,12665.869026483819,13031.950171465749,12786.582137148018,12714.739459123624,11211.430699386894,-0.11823354812496856,-0.005339199217472723,0.1484725322701443,,
Azerbaijan,,,,,,,,,,,330.3520547945205,317.7022821917808,239.04612021857926,200.30982191780825,187.7725095890411,180.96063013698637,178.98418032786884,180.03684931506848,187.40701369863018,156.5005205479452,164.7447540983607,125.75468493150684,127.06002739726028,126.13624657534245,126.17213114754098,148.44756164383563,150.33528767123286,150.28508219178082,147.22685519125685,121.21610958904111,123.89909041095892,127.26285753424658,124.24149726775956,131.96610684931508,134.6792109589041,130.22899726027396,120.16193169398905,118.04513150684933,122.31058904109591,124.3971287671233,117.6404918032787,-0.05431505558696059,0.0025937697338345167,0.0015579083690445594,,
Belarus,,,,,,,,,,,839.7569695041605,718.3199178082191,411.9820491803279,284.281498630137,255.9194191780822,263.4381917808219,247.67789617486343,238.1687698630137,231.72640273972598,230.65602191780823,270.93562568306015,268.01693150684935,306.19920273972605,316.77046849315076,369.5221229508197,397.66756164383565,426.8068219178082,428.7347123287671,426.66207650273225,434.4581369863014,330.4524657534247,411.162794520548,433.93199453551915,424.8588493150684,447.6119726027398,461.95065753424655,372.42808743169405,364.0098082191781,365.59630136986306,358.5273698630137,312.851530306461,-0.12739847329927578,-0.01902613307101675,0.004143080412719332,,
Kazakhstan,,,,,,,,,,,393.18923287671237,361.5236328767124,337.770806010929,296.77262191780824,236.46379178082188,217.97813424657534,222.84201366120217,184.58747397260277,160.17756986301373,110.21106849315069,117.77467486338799,141.36256438356162,149.81716712328767,173.67882739726028,177.69442076502733,217.76124657534245,224.9607123287671,228.6156712328767,236.13214480874313,235.2990246575342,256.9215205479452,326.4179534246575,330.9434918032787,341.2064794520548,360.8287890410959,342.4435424657534,338.8362595628416,354.601301369863,373.6231534246575,392.3598383561644,367.0547568306011,-0.06449457628380573,0.05246204304561908,0.004860891592669045,,
Russian Federation,,,,,,,,,,,5984.493150684932,5753.491715068494,5119.039683060109,4472.966821917808,3739.3643561643835,3660.5377369863013,3522.315341530055,3550.9331506849317,3293.4593698630133,3380.9775616438355,3481.2693442622945,3584.370000000001,3716.5108219178082,3817.062356164384,3912.097103825137,4171.99501369863,4422.741260273972,4597.074767123288,4742.249644808743,4764.821315068493,5017.728405479451,5185.310279452055,5438.463459016393,5635.571093150685,5926.049956164383,5773.310830136987,5714.746379781422,5703.342465753424,5864,5823.835616438356,5498.25960456518,-0.05590405246916741,0.020272659526317405,0.07281323396246624,,
Turkmenistan,,,,,,,,,,,84.34520547945205,114.87013698630136,102.94043715846996,76.93487671232877,75.89060273972602,70.28767123287672,78.60724043715847,89.34567123287671,104.8089589041096,113.66520547945207,111.77248633879782,108.68482191780824,124.50958904109591,141.25813698630137,141.21265027322406,140.77616438356162,136.96054794520546,144.39095890410957,148.20218770230403,151.64063013698632,170.29698630136986,163.97109512433613,156.27319618652427,145.61999999999998,136.44,126.61,117.96999999999998,124.74,117.45999999999998,122.2,118.08788430925681,-0.03365070123357772,-0.021354141544669303,0.0015638331702641653,,
USSR,9388.8087432,9429.593150700002,9444.6547945,9459.7164384,9448.8907104,9489.8196438,9637.383589,9730.7456986,9533.0054645,9547.0739726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,160.65753424657535,158.64931506849314,133.34191256830604,159.51284931506848,140.6355890410959,134.1289589041096,131.59953551912568,132.28139726027396,139.390492844255,147.06188949166912,145.97915369304803,140.11345680445842,137.52285031096577,149.77298630136988,153.10887978142077,105.23068493150684,105.25076712328764,95.47073972602738,93.28726775956284,87.6788493150685,73.46065753424658,69.16306849315069,61.50390710382515,60.715186645204774,50.2015092025687,57.04895150859934,57.29265792146033,58.41760120143009,69.63201114475324,59.98025577914499,57.049437727988085,-0.04886304689910881,-0.03725483288078457,0.0007555034420830431,,
Other CIS,0,0,0,0,0,0,0,0,0,0,2.8918356164383567,2.168876712328767,1.1415573770491803,0.9840273972602742,0.6225479452054794,0.481972602739726,0.5805698239222828,5.640686027397261,3.1786093150684933,4.110556894977169,3.3931847298117797,3.1843215829528164,2.7097347640791476,2.198732237442923,2.244083727990285,2.2671232572298328,2.239945357686454,3.1728077853377292,3.4030626349935895,2.607862283205819,2.631028191780822,2.5116930988337547,2.3830688796809,2.1917101643835615,3.777730267884322,7.358739847792999,8.342494635701275,8.680400210045661,10.552057136986301,7.284609211523593,4.089095783198239,-0.43866641785949767,0.10818472729768769,0.00005415173334299004,,
Total CIS,9388.8087432,9429.593150700002,9444.6547945,9459.7164384,9448.8907104,9489.8196438,9637.383589,9730.7456986,9533.0054645,9547.0739726,7795.685983202791,7426.725876712329,6345.262565573771,5491.76251780822,4636.668816438356,4527.813295890412,4382.606777474195,4380.993998356165,4120.148417227817,4143.182824468838,4295.869223668761,4371.486781127138,4564.329393294222,4726.877754155252,4882.05139247116,5184.145356133941,5469.29534261796,5647.744739292188,5797.163239408335,5797.721928036631,5975.390154219177,6285.799741647827,6547.740614792981,6742.129425576712,7059.589168237575,6898.951718753653,6729.777811027107,6731.836708260791,6923.174112117355,6888.5848184153265,6475.032801325964,-0.060034394290073845,0.017389527349093825,0.08574860268258938,,
Bahrain,240.32786885245906,260.4660273972603,200.3600273972603,177.6269863013699,204.97964480874313,186.40290410958903,246.3683287671233,247.03104109589043,242.29054644808747,243.9986301369863,251.10772602739723,257.1524657534246,260.0948360655738,247.79416438356168,248.03515068493152,256.85123287671234,260.51540983606554,251.2109589041096,248.5041095890411,262.9095890410959,257.139344262295,240.186301369863,248.74520547945207,254.5041095890411,254.25409836065575,266.3808219178082,258.7095890410959,260.7178082191781,257.40983606557376,255.86849315068494,265.2109589041096,258.986301369863,262.6967213114754,263.827397260274,257.29315068493145,265.63404657534244,257.76621584699456,261.6109589041096,259.8383561643836,264.24855616438356,221.59613455650225,-0.1614102352231893,0.003227853031713135,0.0029345888246607747,,
Iran,684.8944088670074,488.76038356164383,534.0858904109589,591.8824383561644,644.1988524590163,662.9131169776394,603.9317534246575,602.2850136986301,677.286820897768,836.7800678538699,870.5098069488399,988.7771183654517,996.2619931506331,1138.8922575024733,1263.732662399423,1300.2960732448255,1360.4199693261187,1468.818421069338,1539.1355584523264,1619.4816008942662,1603.9960868429075,1598.3792858486497,1576.3775278666624,1576.7045980253426,1585.0637565039196,1624.050123287671,1673.8142876712332,1719.2638356164382,1779.3066249719288,1825.5363698630138,1829.6945138971025,1873.737536369012,1933.298928444707,2000.1131311354231,1941.0643066233,1867.7584492903604,1874.6881404494382,1960.9308651685396,2027.0496582397004,2235.661706276913,2182.26329144521,-0.02388483672721131,0.020473097103823834,0.028899626251872455,,
Iraq,184.65191256830602,192.66854794520546,208.85479452054796,315.2904109589041,361.1927595628415,385.5780821917808,381.66205479452054,359.04950684931515,395.37939890710385,418.11123287671234,377.6857808219178,294.06353424657533,363.91647540983604,402.72827397260266,444.2582465753424,440.30205479452053,418.61109289617485,443.9168493150685,477.5143561643835,460.56498630136986,513.1200273224043,482.53490410958904,559.8111780821919,452.3513698630137,448.35166666666663,450.5238904109589,446.0455616438355,342.0398904109589,476.0093989071039,416.923058184062,519.7098308339577,542.5975798206068,579.2559323703787,598.2952519063035,486.78367763738765,408.7442313483251,439.9973028631158,526.7156230669412,596.276221880351,610.8797309102098,535.6271007431694,-0.12318730898947006,0.038938834503646325,0.007093288459982451,,
Israel,131.11887978142076,138.62736986301368,164.15183561643835,153.5685205479452,144.17669398907103,138.66753424657534,130.0321917808219,142.22208219178083,129.99734972677595,143.82865753424656,164.27232876712327,166.5014594091128,201.67513661202187,239.17890410958904,245.725698630137,229.23821917808218,212.7702732240437,222.63117808219178,234.49975342465754,210.52161643835618,209.3255737704918,206.45766866299803,191.32731280935528,203.03942370347238,208.39435601782296,199.3281301254373,202.10324153964368,189.4726494049636,215.5338358753721,220.5613709672321,217.1450927769582,218.35465586677884,219.63315260676706,221.01889853372606,226.30474408084936,231.81832441394528,213.08404128415296,223.45259997260274,237.71706112328764,242.1646329998417,193.2104503560409,-0.20215248625439375,0.00938797455698448,0.0025586783341563293,,
Kuwait,342.60740437158466,286.7536164383562,438.7958904109589,490.4673698630137,504.70855191256834,593.6697534246575,599.031698630137,671.5886845000803,781.6263387978141,801.7212602739725,575.0937260273972,56.47112328767123,323.80174863387975,445.7041643835616,758.8859746227525,828.8121369863013,795.1247540983605,888.6570684931507,868.9564383561644,917.374602739726,747.9203796386719,664.6603013698631,723.0724743953339,841.6017279270119,837.2857246240502,862.6450898838827,897.7847678590539,923.0107806680758,905.7073456310835,869.1350943586793,892.4969198616759,851.6954464161495,915.5055322065509,873.0767540065817,879.3894801878209,904.7733755016587,840.5978212984013,685.8359380953019,679.2157376725706,662.7677263952804,539.4401083148555,-0.18607969756039577,-0.026743290029989764,0.0071437839680860175,,
Oman,0,0,11.18578082191781,36.34876712328767,47.42469945355191,51.6714794520548,47.11282191780822,43.236958904109585,41.83707650273224,49.82391780821918,65.24704109589041,68.8015890410959,60.20213114754098,49.462438356164384,74.6856712328767,72.71761643835616,72.89945355191257,65.08638356164384,78.40087671232877,78.5213698630137,78.26677595628415,65.84950684931506,83.9234794520548,83.76282191780822,79.08579234972677,87.29616438356165,85.77260273972603,68.84986301369862,213.7716393442623,203.21972602739726,167.0304109589041,200.63945205479453,192.94890710382515,187.20986301369865,180.10794520547944,189.5438356164384,177.8030054644809,231.88712328767124,303.69342465753425,256.5717808219178,238.34320833786308,-0.07104667717416235,0.02358591861444248,0.0031563696588026257,,
Qatar,7.610382513661202,8.635342465753425,8.233698630136985,9.237808219178083,15.701420765027326,26.30767123287671,33.316356164383556,36.77049315068493,43.81978142076503,53.39854794520547,60.989616438356165,54.282164383561636,58.179371584699446,53.92068493150685,63.05808219178083,60.44739726027397,67.65229508196721,63.8613698630137,69.48438356164384,68.0786301369863,63.566721311475405,60.24657534246576,117.452054794521,126.709589041096,120.69672131147502,114.58904109589,130.07397260273999,149.424657534247,144.642076502732,157.69589041095904,294.3863013698631,278.312328767123,292.153005464481,269.712328767123,260.7698630136991,252.723287671233,279.972677595628,378.5671232876712,396.65,395.86999999999995,365.8884829779401,-0.07573576432177187,0.09641058973717409,0.004845446674275667,,
Saudi Arabia,610.2124863387978,653.1331232876713,742.0771506849314,851.3242739726027,855.3268852459016,1014.9338904109588,1095.6843835616437,1336.670684931507,1491.9554098360654,1447.5243835616438,1512.3898630136985,1487.1867123287673,1641.3992896174861,1618.905808219178,1640.895808219178,1579.8660273972605,1777.4448907103827,1612.258602739726,1634.9113150684932,1616.7369315068493,1669.1972131147543,1661.8214520547947,1627.7821369863013,1789.283123287671,1929.9529508196722,2001.8129589041096,1991.5107945205482,1936.3450136986303,2018.3335245901637,1928.1113150684932,1921.504273972603,1883.9706575342466,1953.2647540983608,1875.6967945205479,2200.606575342466,2446.99498630137,2753.0000000000005,2801.9999999999995,2770.0000000000005,2649.1009174311926,2326.36393873456,-0.12182887279718557,0.03227792455656031,0.03080794541099518,,
United Arab Emirates,11.796092896174864,56.149808219178084,83.36117808219177,109.74917808219178,141.75338797814206,164.5534794520548,184.91682191780822,184.61558904109586,184.61185792349727,188.8529315068493,198.45221917808217,201.80594520547945,197.68969945355192,194.1546301369863,214.5782191780822,221.64715068493152,234.74024590163933,266.39027397260276,238.97808219178083,248.47695890410958,314.99999999999994,552.9734020618557,591.1707216494846,581.2432989690723,574.0477319587628,604.3505154639173,591.979381443299,529.4845360824743,492.57731958762884,491.99999999999994,571.0000000000001,635,638,650,643,1098,1078.0000000000002,1119,1095.9999999999998,1037,870.689698361194,-0.1603763757365535,0.0774109010907631,0.011530509156541812,,
Other Middle East,278.4799180327869,325.4720821917808,313.82441095890414,331.39632876712335,367.6816120218579,349.8518630136986,345.2530410958904,377.9267671232876,373.24920765027315,361.2585479452055,390.2170684931507,398.10936986301374,418.1104098360656,373.5488493150685,378.8103828338727,382.5255881601098,380.479072184224,398.2097819327263,399.73602977209225,404.1541105083309,406.51459016393443,420.4407671232877,406.7447123287671,397.20567123287674,403.4103551912568,429.40059150121215,403.87693327243994,395.9563972141268,391.4224288012711,385.70663769817475,380.80019490465355,349.14910684004474,267.70838067433994,238.18723449889285,230.20518291135716,180.96871408310747,143.9860072180266,161.4414909771851,152.58231076071652,164.99893689495036,165.9442223501631,0.005729039671416691,-0.08140854044420986,0.0021975927576554474,,
Total Middle East,2491.699354222199,2410.6663013698635,2704.9306575342466,3066.892082191781,3287.1445081967204,3574.5497745118864,3667.3094520547947,4001.3968214863817,4362.053788110882,4545.298177442911,4465.965176811853,3973.151481884154,4521.331091511289,4764.290175310693,5332.665896568376,5372.7034970213745,5580.65745681089,5681.040887933571,5790.120903292912,5886.820396334105,5864.0467123832195,5953.550164792683,6126.406803844124,6306.405733556406,6440.543153804009,6640.377326974449,6681.671132333614,6514.565431862791,6894.714030277121,6754.757955728697,7058.978497479827,7092.44306503862,7254.465314280886,7177.137653642571,7305.524925687291,7846.959250801782,8058.895212020238,8351.44172276002,8519.022770498545,8519.26398789469,7639.366636177499,-0.10328325932468663,0.02347968890734542,0.10116782949702875,,
Algeria,226.30874316939895,307.25753424657535,411.6849315068494,377.5452054794521,410.56010928961757,407.6684931506849,434.4581369863014,411.52427397260277,436.29521857923504,416.8058904109589,421.08339726027395,421.8063561643836,423.1773224043716,419.57723287671234,396.10115068493155,407.9496438356164,386.6675136612022,413.19109589041096,385.2768493150685,439.1573698630137,427.5432786885246,446.3869589041096,434.29747945205486,439.75983561643835,365.53087786885254,355.93676712328767,381.78254794520547,391.3617534246575,429.40581967213114,475.1647397260274,548.1434246575343,520.4902465753424,478.4927868852459,492.13419178082194,614.7962191780822,590.5369315068493,584.1769672131148,572.6838630136986,600.7386849315068,569.4305479452055,557.1000273224043,-0.02165412563006308,0.018262278429671763,0.007377653575368148,,
Egypt,277.0579781420765,302.6587123287671,337.58164383561643,364.2106301369863,391.3539071038251,406.02175342465756,424.4973698630137,450.4234794520547,450.0740163934426,463.0350958904109,488.740301369863,498.5203287671233,485.8227868852459,514.1241917808219,532.3387397260275,548.3040821917808,567.0335792349726,575.3347123287672,588.4082191780822,574.7523287671233,497.418606557377,578.6081095890412,576.6199726027397,597.5054520547945,625.4132240437158,633.0509315068493,630.6209863013698,653.2536164383563,616.9817213114753,597.8669315068493,579.7126301369864,523.3218356164383,533.9083879781421,514.0639452054794,530.4510136986302,530.1698630136987,508.69398907103823,508.0794520547945,519.2383633393579,561.957601259708,601.6311763376206,0.07059887612335625,-0.006175035831601394,0.007967377816320719,,
Morocco,84.41516393442623,83.68249315068493,86.6747397260274,90.73134246575343,94.68918032786884,95.73180821917808,90.36986301369863,91.31372602739727,102.21945355191257,111.3356712328767,114.87013698630136,108.96597260273973,124.77021857923498,125.69443835616438,132.08057534246575,124.73049315068495,112.914043715847,118.90665753424658,122.74235616438358,145.75654794520548,137.5075956284153,140.81632876712328,127.32109589041097,88.76328767123289,124.38969945355193,141.05731506849315,125.91534246575343,128.24487985323555,114.23584699453552,93.24161643835615,109.99016438356165,102.80073972602739,110.75109289617487,111.31558904109589,104.42739726027398,52.59526027397261,0,0,0,0,0,,-1,0,,
Nigeria,126.95319672131149,154.9341095890411,165.95923287671232,155.7775616438356,163.48303278688527,141.23805479452054,142.4630684931507,143.42701369863016,162.20128415300545,219.7995890410959,260.76726027397257,245.30397260273972,228.55180327868854,228.19394520547948,116.6373698630137,169.45353424657534,202.81669398907104,212.93147945205476,148.066,181.04095890410963,95.63046448087432,220.78361643835618,215.86347945205478,122.44112328767126,103.89881401639344,193.5260794520548,119.02848493150684,52.218274739726034,107.28010781420765,48.61823728767123,95.53888723287675,107.9674191780822,91.8814262295082,96.52911232876713,64.00101991780822,21.89465865753425,61.501073770491814,80.76117808219179,43.522126387452424,7.408991047271312,0.3284460846994536,-0.9556692560965614,-0.17149337388891617,0.000004349598478293134,,
South Africa,252.184043715847,255.7868767123288,260.70701369863013,237.07027397260273,245.4348360655738,231.76857534246574,221.06476712328768,233.33498630136987,257.07071038251365,255.7266301369863,275.8690684931507,278.8211506849315,258.5126775956284,268.9808767123288,285.4081095890411,336.19597260273974,320.65745901639343,438.57498630136985,335.4529315068493,355.09331506849315,366.7203005464481,450.72471232876717,464.27650269698944,454.4366585426016,424.59547970121093,466.51568682646183,397.3380437980095,400.2702961852287,417.12466180029367,397.63212321626025,399.5499344868278,392.9045213005555,412.7078557884122,421.94707138233616,439.628155025134,452.6239336257067,474.41019381385684,447.2338333184767,455.0477808045937,453.1891916587243,338.30353547352,-0.25350484587840605,0.013164135802208099,0.004480140308091357,,
Other Africa,433.74373770491803,411.9018191780822,405.812898630137,402.2342520547945,414.9220601092896,509.9270136986301,521.5626356164385,583.3033260273974,593.9503005464479,575.4813123287672,542.7620611171837,547.8725108225998,558.215031522148,530.5961977605541,562.8072651485886,575.6923024584914,638.6762011942793,640.3598806569771,612.0107463411173,646.4736728738733,656.0833029347365,665.8267924275357,657.7341595350161,665.0535801061396,730.2821760556535,711.0049209743772,698.3517562501243,729.477482705373,718.0505079623953,696.1348177531406,701.4800733029609,512.4556827833029,586.3526659234107,593.5581029600509,443.964136013412,454.83536921202364,458.5131655968914,429.4310408807039,446.0175922257476,447.05307448710323,328.48319598400656,-0.2652255073720944,-0.043320268415119156,0.004350089941563177,,
Total Africa,1400.6628633879782,1516.2215452054793,1668.4204602739726,1627.5692657534248,1720.4431256830599,1792.3556986301373,1834.4158410958908,1913.326805479452,2001.8109836065573,2042.1841890410956,2104.092225500745,2101.290291644518,2079.0498402653175,2087.166882692061,2025.3732103540683,2162.3260284858884,2228.7654908117656,2399.298812163826,2191.9571025055006,2342.274193421819,2180.9035488363756,2503.146518454933,2476.1126896292662,2367.959937278879,2374.1102711393783,2501.0917009515238,2353.0371616919692,2354.826303346577,2403.0786655550387,2308.6584659283053,2434.4151142007477,2159.940445179749,2214.0942157008935,2229.5480126985512,2197.2679410933406,2102.656016289785,2087.295389465393,2038.1893673498657,2064.5645476886584,2039.0394063980125,1825.846381202251,-0.10455561796736901,-0.012341983936368539,0.024179611239821694,,
Australia,569.1564754098362,533.9252328767124,545.5929863013698,505.48884931506853,506.59112021857925,495.30717808219185,481.9926849315069,481.6914520547945,512.6794262295082,532.4793150684932,532.9813698630137,536.4957534246576,559.3230601092897,584.2712876712329,599.4534246575342,602.7870684931506,634.2653005464482,661.6278904109589,687.2929315068493,682.4531576078232,673.8793204260654,635.4407123287671,669.7009315068493,668.1144585805397,615.2193141895565,605.3671232876712,597.1369863013699,614.4904109589041,570.0792349726776,576.6438356164383,605.9835616438356,626.6739726027398,599.5109289617487,587.6082191780822,538.2876712328767,427.05753424657536,433.3661202185792,419.1890410958904,474.0273972602739,464.5972602739726,388.14754098360646,-0.16455051681812294,-0.02137366375715466,0.005140222496975088,,
Bangladesh,24.673661068488997,26.367917080448183,25.665041038434858,20.343260503795015,22.851175512772503,22.11049217393954,22.190822300845703,22.733040483030518,23.031420287538708,24.359699817553008,21.949836708095052,23.67690451177831,22.35049293015163,28.8179440563672,26.08676762123626,29.82205508179851,25.77516275025452,29.64131409174776,27.171206379589915,22.230986167306778,29.40011037829152,29.018767123287674,26.849890410958903,31.267972602739725,25.97543715846994,22.572383561643836,26.126931506849314,25.102739726027398,24.51344262295082,17.76872328767123,25.526473972602737,26.956326027397264,23.904612021857922,27.32985479452055,24.195024657534244,25.14690046575342,22.61405136612022,27.94764326027397,24.93666,28.32392328767123,21.692714426229507,-0.2341204215988023,0.0477308181870606,0.00028727575712986524,,
China,1510,1435,1447.0000000000002,1601.9999999999998,1638,1697.0000000000002,1839,1952,2035.0000000000002,2114,2153,2282,2425.9999999999995,2570,2548,2711,2849.9999999999995,3083.9999999999995,3060,3686,4066.6078961748635,4098.1327123287665,4333.7811671232885,4788.397808219178,5555.032489071038,5831.970912328767,6234.717260273974,6593.509233095891,6828.3800161183835,7452.381023644569,8408.301238356165,8685.59011780822,9199.252139344264,9598.62696712329,10165.083342465754,10824.140712328766,11303.881393442623,11843.934493150688,12573.942246575341,13433.359643835614,13857.477902374758,0.03157201696254486,0.0606911836858357,0.1835140304756699,,
India,501.99999999999994,593,645,694,706.0000000000001,827.9999999999999,902,952.9999999999999,959,1044,1038,1023,1089,1074,1133,1164.9999999999998,1236,1296,1338.9999999999998,1597,2038.9999999999998,2144.0000000000005,2212.0132602739727,2379.960630136986,2558.590573770492,2561.4835616438354,2860.045506849315,3106.614657534247,3213.323797814208,3640.9013698630138,3898.926430947946,4084.908589041096,4301.502352459016,4462.329565082902,4474.712156020641,4561.015877706631,4930.402678399128,5009.50044060785,5154.137019952756,5119.123556722288,4493.378745087825,-0.12223670804209297,0.03466240669050391,0.059505636579327545,,
Indonesia,527,531.0000000000001,500,506,545.0000000000001,586.0000000000001,638.9999999999999,646,673.9999999999999,682.0000000000001,750,780,824.9999999999999,810.0000000000001,851,897.0000000000001,935.9999999999999,914,931,938,986.9000000000001,990.1,980.7,982.2000000000002,1002.8,979.9,912.7000000000002,904.1999999999998,909.5,900.2,853.4000000000002,879.5000000000001,819.8999999999997,822.3,847.8,836.4,884.9992923497266,885.3194821917809,915.8385452054795,917.7057317260274,826.0655737704922,-0.0998578899394883,0.001927838365319401,0.01093955364372914,,
Japan,4015,3630,3359.9999999999995,3254,3355,3120,2991.0000000000005,2910,2990,3175,3436.9999999999995,3653,3882,3981.9999999999995,4167.000000000001,4169,4168,4319,4211.999999999999,4149,4145,4107,3985.930252110133,4118.09385780761,4037.469334760084,4135.584012088645,4025.558024285224,3995.0584045734886,3946.360549686378,3625.8575253863846,3618.690449751172,3409.833303326887,3400.1285519677,3452.510772094834,3288.907986819356,3257.6340138594437,3280.073954739145,3214.422996816835,3058.7931584079042,3046.469351277718,2492.154518439632,-0.18195319529658205,-0.017260057599429834,0.0330035034851929,,
Malaysia,123.10630500458241,120.99604837890057,113.6952840489842,141.2038946330531,161.07503489923417,158.5458248035421,147.59004461009874,152.0637371804332,159.1743860463428,164.37684430158734,183.60954133293166,197.40691094237428,212.12827478998534,211.87324392682027,284.41395990373843,337.8055992711878,379.95457572948226,374.5358695799616,358.1462668923813,368.82877578696497,451.8384372995924,493.1514380102309,473.43792355310296,529.8189930025982,528.1837682362927,508.8093620064014,522.0841039791227,557.0165352175752,559.3098138639534,553.9225796081852,470.09310667808654,515.9170978658112,574.5705408562158,557.2046811667949,552.2501711706769,513.7429668970506,573.8200132992193,569.7059342371688,566.2876986317457,585.5414803852251,490.51097783090165,-0.1622950819672132,0.005566646279034249,0.00649581743290276,,
New Zealand,45.824664897202645,46.363831582228016,40.063761172639076,44.98057812277709,46.87792728010909,28.380662880577557,45.34888036082972,67.03487584380181,74.53559097060575,82.82948359668131,83.12823945319691,80.75014356071418,80.7304104255151,86.3192078950229,90.1021235213975,88.00359378307276,86.0512798002782,94.53699054732978,96.6693050089329,94.54842349943479,98.15871262463183,93.22697571402445,97.8217467458497,97.9046366322507,94.92944323260541,96.51318033817489,97.45291453217963,92.43110690747078,99.05620104513862,95.69592567783643,99.85358734874974,107.98343798561659,108.96268022918903,104.81281993822702,101.23692217529299,108.90254897276657,107.46507412615215,107.68227224362681,103.1854352085217,109.67231402964303,75.7987513414304,-0.3088615662751224,0.013725464338835591,0.0010037998589415178,,
Pakistan,90.00000000000001,96.00000000000001,100,100,104,114,118,116,115.99999999999999,115,125,134.00000000000003,131,131.00000000000003,128,129,128.00000000000003,127,129.99999999999997,133,158,180.56856550684932,192.4308952876712,195.944736630137,209.68660631147543,230.76153375342463,221.53595558904112,238.25257284931507,226.46347225956285,209.06282192876714,189.59814750410956,192.89180367945204,191.68483728142076,223.15711060273972,231.5629176328767,256.5550546876712,241.88353534054647,260.6144946796164,275.05319346476716,243.46902820223676,209.86863095978137,-0.13800686473576973,0.015352146817253498,0.002779281959471161,,
Philippines,207,208,174.00000000000003,173,152,132.843698630137,146.8008219178082,167.06375342465756,190.57999999999998,195.29931506849314,212.69049315068492,203.77399999999997,227.0297267759563,225.76400000000004,232.1702191780822,314.0854794520548,340.90508196721305,358.46712328767126,331.71764383561646,320.7728493150685,304.85590163934427,289.3040547945206,249.84254794520547,242.41213698630136,192.0019398907104,206.7863287671233,211.3972602739726,205.6931506849315,183.60655737704917,147.14520547945204,180.57260273972602,189.83013698630137,170.4672131147541,158.1123287671233,168.14246575342463,212.26849315068498,215.89071038251362,211.4849315068493,237.07397260273976,180.18455170999906,106.06350000000002,-0.4113618565330416,0.02046272065585253,0.0014045947255683982,,
Singapore,550,600,580,560,560,699.9999999999999,750,669.9999999999999,746,839.9999999999999,936,959,952,1082,1118.0000000000002,1100.9999999999998,1183,1172.0000000000002,1098,933,880.0000000000001,880,824.9999999999999,938.9999999999999,1111,1176,1155,1163.0000000000002,1161,843.7152354827683,978.6392176463632,1034.811172886167,1019.9026707888537,935.711141768365,838.9666008039976,900.6758406229668,929.1428029829842,993.5942790201663,973.9642796874646,930.3503285634333,798.4188178073052,-0.1418084206621879,0.009822544967784452,0.010573428750575802,,
South Korea,492,489,474.00000000000006,522,551.9999999999999,551,574.9999999999999,578,701.0000000000001,813,842,1131,1395.0000000000002,1489.9999999999998,1537,1729,1970,2388.9999999999995,2263.0000000000005,2390.9999999999995,2433.0000000000005,2354.9999999999995,2156,2145.0000000000005,2258.3360655737706,2335.4493150684934,2406.5671232876707,2416.7589041095894,2365.199453551913,2297.1917808219177,2389.7178082191786,2532.7150684931507,2582.4098360655735,2484.038356164384,2516.013698630137,2783.991780821918,2928.2267759562847,3061.30497079452,3030.8661950410956,2921.736234136987,2678.6311475409834,-0.08320569247682663,0.02434057369667908,0.03547300609143853,,
