Gigajoule per capita,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,hhh,iii
Japan,66.18532244052884,72.27791526081727,81.86450823217324,90.11903814501906,101.344900699465,111.76369243945055,117.31187837400515,121.1452305542768,132.66814728723676,131.3976924587153,123.94139918305865,127.0391755905283,126.71574214014159,130.78725387478238,134.74558207830867,129.66659412729715,126.84760718211918,120.985880314341,121.7435340432782,131.32543660687145,131.49287184888826,130.9904138901893,133.00920172701993,140.85083025822576,145.1289667034584,149.98980238451657,152.80238772484336,153.9700115995011,155.72155042842496,161.26042941299335,168.99795671622985,171.8897309550389,174.77310948637347,170.93794716489668,173.5074697043104,175.10199847595536,173.18858978793526,173.20301664654775,172.41841476878162,174.12716377637986,174.56448754936494,173.953202392067,172.0738104121909,169.0175682851531,154.1030604041848,164.22707946199125,155.80476086438856,154.86394392136748,153.74083469468965,149.9400273524612,147.86731430790184,146.37565051472444,148.3099019465359,147.830477558551,144.80005359101503,134.65048025607197,-0.07263444012036002,-0.00620742900417004,,
Malaysia,10.929852518811098,12.410535346666622,12.225825094738662,12.157481531888331,12.430760062543873,13.494247388523329,14.518690399770627,16.043387374508164,16.849333592560324,16.697765992806858,16.926126560995794,18.34174026483143,19.867831807858675,26.56810224720726,31.668716677430883,33.240997287529495,33.28253686428295,35.04065978497848,39.313746788162554,41.23020908529791,40.14932936015259,43.76502206373038,43.82992254044996,45.15414839624204,48.965849892949684,51.38891397031293,60.58067941490776,63.825539008382144,64.91678442063517,69.11561657123322,70.24862642523674,76.44545456705124,86.69878959443886,78.59265622294541,86.83355450768995,94.64472347677767,93.23345079964528,97.65481226249489,104.09551246112841,108.79939650655159,113.81431193678867,115.95558189116716,121.28780562863538,123.22417678895538,117.23475068496245,118.79909401490687,121.14286280528047,128.25756669073263,132.45953106997524,131.91637359330664,132.0283991469363,137.10475868416583,137.23892941907812,137.25312862228103,138.67906491767735,127.06547759496992,-0.08624777478748791,0.016940290291399318,,
New Zealand,114.2257301984392,119.49887611380964,118.8985375975515,120.07976298047991,120.5630538668766,132.15444521359882,135.61581946881324,141.8378113429865,144.74658829227954,143.02431166907058,143.1477235370579,146.72629103517895,148.6482550619338,146.3543384606819,147.67795608871978,147.85640703772987,147.44670928584955,151.24082012388624,155.74255200342543,162.82046211284262,163.71440685380486,175.5901663719896,176.068800492943,183.32987625629647,163.09999702006905,191.45198359313966,192.64586261276636,190.26305461198695,192.08056021033863,199.74927182012462,203.88478382942478,205.01951788705176,204.14993121198322,202.30898049276294,202.02201531358386,208.93905008883866,204.5815845426246,208.99818423543277,199.40226835798566,203.11331094103406,194.5955467601905,193.88528031908066,191.00730367574548,189.82225746792707,186.83448828760345,188.87421191699673,187.94591208486943,187.05500854507832,186.19749752821923,192.63325294016562,192.3097833324261,191.73504116560625,193.2396474255223,191.07446480807502,194.42853802404545,174.2892492531402,-0.10603118819381907,0.003992101917620783,,
Pakistan,2.7712363372620343,2.712624735379061,2.9151740154340002,3.2136648766998004,3.140099961339867,3.0132153133672865,5.995203389988553,5.143654664002216,5.337598735480925,5.550639820703159,5.811641205907938,5.72585432814013,6.00691160741354,6.226140928729374,6.5758551539887025,7.063595011096498,7.349254052973247,7.83619209638286,8.092708700523337,8.285316287940862,8.427061061645539,8.657377046511662,9.392633594273807,9.674594859593245,9.958600554798638,10.113335392143858,10.412083699698284,10.632118025064559,11.44870532668618,11.52981288299428,11.824982558327653,12.239304940624992,11.524614353804825,12.000735179643758,12.202076600748242,12.143867504023698,12.118316380708189,12.275725751143101,13.039360333856,14.18654346326096,14.383683648580455,14.834114055652611,15.41975574828883,15.16810835814375,15.02477470507397,14.75866035601918,14.429825094760641,13.183045825490163,14.045571015794977,14.198114992459525,14.6193587891498,15.61986211553822,16.210603255195114,16.39196053495107,16.22990870049278,15.72800918433723,-0.03357210622068685,0.007745368428560884,,
Philippines,6.348388414143166,6.656480884629839,7.258384272712899,7.964481097556951,8.28863664637717,9.162959200645545,10.192278205546327,9.801325655189146,11.119232454886136,10.072499326623364,10.600936641364873,10.71064449875313,11.24453677265212,11.409064300633709,11.569873491568247,11.06321409291883,10.70807585809011,10.12362344082481,10.643056483648458,9.417963909464786,8.845322453594267,8.743007954573542,9.242286997439134,9.923431442582388,10.462339936767128,10.59723608428309,10.016078016042446,11.344042339445553,11.454216297828104,11.881103200913676,12.93135396952698,13.58933844145795,14.300539373784115,14.201841359562398,14.152693310019457,13.816791585235505,13.32615180848821,12.963853131987651,13.15271900669024,13.324242476787896,13.020428730951902,12.402821081920102,12.684807939070676,12.889897011770815,12.810342238753655,12.988400607605264,13.019114430874351,13.210980817211825,13.926474787825201,14.411125121432274,15.549250060383619,16.72846865364534,18.084648078740763,18.333194764128383,18.637722715551146,16.654322088212087,-0.10886009361589188,0.038205227733188796,,
Singapore,91.80660076892065,102.68331098809804,120.8543602459949,147.3527755562625,142.12075180404614,151.49436175856752,129.09416007329378,158.6773438803477,146.86450314005833,142.38858430355685,136.98570246857912,160.41644548989456,159.20111717900915,162.01629307068717,170.44633090701572,166.54551824819941,187.80521609280703,178.56242107591672,184.55535010490465,189.36285647429852,188.80434215462586,214.66331727218167,221.34578207395595,251.07891239938763,280.05815765554286,326.2716842210073,322.96735967630013,335.83424488114605,355.1325247103501,393.1067654270675,397.0039562513969,388.2582313922604,395.96613604375756,390.1519646200801,377.0686343302887,395.7649799912333,444.03036261483277,433.30621816304654,406.9361927063607,450.28061178354307,463.3217552116904,493.99207761779655,509.9742994611488,520.1418965320468,537.8994014558162,559.5442835785609,567.1221479370533,558.3013807669723,561.769438388951,570.5453232608104,599.4821057358547,615.3487168750829,628.7922928346326,626.3181222122658,607.7650578503889,583.8911975614011,-0.04190631083653962,0.012286550318912015,,
South Korea,9.305344451397842,11.028142141527582,12.395845729283012,13.908828145879214,16.442896932842437,18.70093592373064,19.830097296178398,20.156903960369267,24.46516969226322,24.968349397424788,26.995483265517972,29.728872487541253,33.69455352473617,37.199028724659385,42.28023803918515,42.90977041894852,44.269959668451776,43.65153319237178,46.74356800279281,50.35554802521227,54.92922459893179,60.91335313843607,66.79230292080189,73.90051806904744,79.54352760100915,89.08380505468797,99.73576642396353,111.31173563863696,120.73197982895559,128.8391855836013,139.28153881741315,152.29164795724898,165.67497230932443,147.661039912795,159.61983425735616,167.62753589923338,170.63353242788253,177.62637693548373,182.40520148878915,185.728210688211,191.1480170658076,193.54908567906477,198.81686076334236,201.56852996247164,202.11808941628212,218.2849391269569,227.50368817894005,228.4807205820366,227.8466148555298,228.5569474570114,231.21152041402414,235.87703525224168,240.05655976980916,242.8960641755788,239.09659703469907,229.91468020662995,-0.04102985628441347,0.016943491318776482,,
Sri Lanka,2.1054954891776054,2.1273087970050972,2.1282018236723212,2.1734053805570936,2.22567427041689,4.067794542508347,3.7470479040708966,3.9712683551149746,3.919099746431359,3.3778180113644485,3.289259891992383,3.2346413644462024,3.4014171063218916,3.8534886240804216,3.931274697329734,3.9039803474631283,4.417938729777639,4.823729734543304,4.854068267504486,4.752445924416345,4.569432099786588,4.630359520383529,4.694952278052165,4.773240346444813,4.6714534143009745,5.014163139310006,5.116262815604161,5.51829921135274,5.85265063268951,6.358107693652769,6.878313536459109,7.107536035920379,7.621185511456211,8.22404132114921,8.878068860045225,9.523302984800088,9.26628273305249,9.396718021166313,9.682498769306898,9.279646007886646,10.571586799076965,11.403382984278638,11.526367592878724,10.690589770025664,10.95684709787567,11.658590947287811,12.164954517727908,12.178333312413248,12.30256753232939,13.042849773964315,13.913524825377225,14.744016580834305,15.472988186767267,16.307495245488987,16.755388132797858,15.254214130761383,-0.09208095751011325,0.04339052633300167,,
Taiwan,19.503622234104014,20.239930217873606,21.426153851191298,23.856802948642667,24.335753722525137,25.849707168348854,31.75247894131833,33.2184522355041,38.12414904317419,35.7962062957062,38.73926711206588,46.43591046379051,50.11897847125194,58.18432126833247,60.74059376907925,63.06229777186946,58.01687957828304,63.79762085423303,70.83973898946991,72.40889948305617,74.54084607724145,79.7042675633835,85.10256078292528,92.58779747272642,97.531290118481,102.59495810870176,108.35471061797553,113.404162903017,119.34346260703657,124.67407936883585,131.99624506286708,136.7827350171752,144.02378016078725,152.9484447414778,159.56133762575936,169.3373552862474,173.66803903575774,180.48193266618154,184.56853159585853,195.08837214265387,195.82134270102787,199.18168047792412,206.3793284542076,198.61197773189946,192.80186123107993,205.53354096257942,203.08107388694862,201.2705603911712,204.73374949154461,208.6936992678908,207.95787433739343,207.5712532434307,208.03549217647054,210.36525794714794,206.18118995317107,202.31726124732234,-0.021421489075540645,0.00673178823521825,,
Thailand,3.456685670737226,3.996772649862094,4.4157760884606825,5.506865313739153,5.6558599276653485,6.534769689998719,7.031530626436917,8.306025074430483,8.565408105129384,8.667836327750779,9.314050059033027,9.596664277396897,10.323296140515374,10.9967810522087,11.340764469098687,11.128836031851167,11.043232835955118,11.091696824393932,12.03986913345144,13.01034216249107,13.388764215804438,14.018115486562456,15.796237462336743,17.39306697150603,19.677137051353725,22.958064787649107,25.054553476599374,27.377618821132007,30.89431982679653,34.320760042260034,37.25316568581664,41.65519523538156,43.38786383541311,39.70948610932017,41.9583129305167,42.032761008607565,43.797663742702014,47.88680658324067,51.39277303818936,55.19886615557805,56.87041995523206,57.34911631006285,59.56793473687919,59.97843204677747,61.74017039633898,65.30928998324772,67.50183156684307,71.81288139266168,72.68608588070386,74.33850632171828,75.77669295697527,77.14671488565762,78.19399162831431,79.61024159279424,79.18772277754576,73.33302973573167,-0.07646458691642488,0.02520095726243099,,
Vietnam,2.7950728845994472,4.750829765303443,6.366129787968384,6.421587311567696,7.385424773805975,7.509063218183574,6.532074896782804,6.185317080564652,6.380769081604145,4.639215341709626,5.04410848499644,2.85386331805778,2.9881962681378433,3.0320524865231118,3.1960519738892583,3.5735591495343972,3.501547065286313,3.6555990092587414,3.738330238590775,3.68096988072001,3.576109002581294,3.829780976675882,4.220990096274532,4.124505510925378,3.818734837831607,4.015924206801031,3.9927578801365637,4.270168307744676,4.779888793834738,5.239476114584389,5.9793791036152415,6.756767812635427,7.702937870532895,8.228094014626384,8.38823968595376,9.444923066542263,10.556267221478892,11.449068446347432,12.24315880026738,14.840897834251345,15.565772765116625,14.094792538754513,15.250886588835614,18.760757684473347,18.907652058820638,21.290473306863415,23.98510440725345,24.903307482741916,25.885407399879984,28.07074109721237,30.879328336807113,32.982877841185996,34.95539726316345,39.01254134659425,43.19156892849562,42.00801308235167,-0.03005984432567499,0.08611581574128535,,
Other Asia Pacific,9.745464694238612,10.102265910521226,10.716663500471007,11.270482765764433,11.684750347816507,12.157367788008466,12.994176146483325,13.153657095412365,13.297415153191684,13.891162345017374,13.97605776610402,14.422189336237274,15.025098914425847,15.61928840252075,16.58352275402809,17.492570924976956,17.797229678163134,18.22060073212559,18.633750848015083,18.66418079201219,19.28703444126525,19.187598503379096,18.333422008472933,18.294033926325497,17.71863986050081,16.960401820176447,16.108737095295744,14.264176137672726,13.317933774245384,12.475683205040395,12.070816789221345,11.05125715836148,10.744021886336789,10.13469249487456,10.535610040313577,11.007187115468154,11.142861376208817,10.8599169645959,11.178091442170636,11.12635190420829,11.496454358390404,11.742556858631492,11.370712594153892,11.714037286195202,10.57380916590601,11.563361988498574,11.342309652057088,11.698672005156997,11.292440057099933,12.040514578166677,12.378709265406682,13.267458865868303,13.373645127326112,13.405531021738573,17.112681909297297,16.951680747665584,-0.012114829828961504,0.04932171640889593,,
Total Asia Pacific,10.488681608651358,11.124338616779538,11.369689859893086,11.952145760375886,13.24949951213072,14.721634354335643,15.744369009373875,16.29276948689592,17.20517908163561,17.195238863574218,17.482972695606076,17.961383422155457,18.641144335856414,19.547642427616825,20.078053098390743,19.876965333683437,19.65712305576708,19.4849746796498,19.97689012422595,20.965260229006198,21.5711106706444,22.046636379791874,22.834897433464317,24.021675321182872,24.83132003774117,25.397763885645823,26.112510467575873,26.883854362350323,27.870429679763863,28.971781698331018,29.983615715735333,30.939862921109256,31.446579664949937,30.920507802986084,31.690172021709476,32.45140477877871,33.096476580995976,34.34728178171719,36.739351199157,39.898755439239395,42.4965759959451,44.50498098281561,46.772315550250426,47.5639278668409,48.12535519792344,50.703853833264084,52.8522796224279,54.038079611740415,55.11320704820269,55.90677972120994,56.37140714321629,57.05587904925512,58.285277656917984,59.81016254208679,60.906403026153086,59.64775460580147,-0.023341066896708007,0.023832473962538847,,
Total World,46.4897532068054,47.99204522034671,48.78114246156648,50.67296012635017,52.96248086730969,55.196981694313465,56.30450817038949,58.163606801547964,60.37375169897016,59.559483603237055,58.74564493420211,60.77867139306161,61.88715993956484,63.2534214148933,64.30522347774571,62.658689216585685,61.29239092309644,59.885954269411506,59.77874492441652,61.504569189555205,61.98640233422177,62.238382810855086,63.238581809316756,64.45758294400198,64.55472343545664,64.20506947883148,63.628510197908064,63.066119371317136,62.59823943943263,62.5024883592845,62.980178843412396,63.88732507206575,63.646472653620656,63.15870912237967,63.44414132250334,64.19368534699949,63.99969965162419,64.5939711862671,66.05987401533768,68.44697374752069,69.78343919549246,70.87879691539541,72.19332875243381,72.0775909673579,70.11146153284297,72.62841264573888,73.49982216576683,73.60522025026123,74.08617776790537,73.94402118895974,73.75593073268605,73.90542321507246,74.42018972059844,75.48285700561775,75.37440145338994,71.39711644778063,-0.055355120754684184,0.007264401755598726,,
