Million tonnes of carbon dioxide,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2020_2,2009-19,2020_3,iii,jjj
New Zealand,15.0472116104,15.795854125400002,15.733801413400002,15.6709353141,16.198284196899998,18.242556868900003,18.0823140436,19.3507077614,20.896554476600006,20.57012246303782,19.783530791377206,21.476839393622246,22.252054486567065,20.994315926084603,19.59852232791868,19.07255416924902,18.74822765866388,20.292191716827606,20.401959911456554,20.508328842817438,20.991563823719908,22.00378704398377,22.350215199648023,23.427812074942672,20.564878140595198,25.89158713902568,26.35276812079855,27.992741864740193,27.436335125178854,28.487421148215706,28.78599473808506,29.7098781224219,31.749847062548525,30.447840412146842,31.699901234139134,32.22989778786352,34.44702883138834,34.352416401998,36.643846129380194,35.72583959226706,37.86503814977459,37.7469206813452,36.653733954567194,37.54259317707968,34.57737613552591,34.43537621441717,34.362420781199766,36.025248157319716,35.526466114322,35.61216183809791,36.33529408317001,35.4585229924449,37.56674732250324,37.5309523674616,39.3188341184926,34.10272587845116,-0.13503160014113424,0.012933325702090048,0.0010662550913974073,,
Pakistan,19.504690540829888,19.302276229625406,21.05136110346501,23.811554419989896,23.218660772288498,22.69524658909993,20.926876149221865,17.632859537208645,18.622625413674204,19.989920791257802,21.14138594433603,21.223265694996943,22.69650990746595,23.77639173794038,25.815126806731346,27.821318525343795,29.64565018972128,31.91259415239485,34.204063394227326,36.51236522086703,39.03357170908346,42.49379193777297,47.44883748886325,50.88089428529423,55.28705714544843,57.81323447720092,61.436534442895976,65.7860494595076,72.4578331685409,76.1138058690092,80.70956768756129,84.74398904902962,85.85246419515272,88.31811303771966,94.13769362943843,97.80564193910303,98.8840709464679,101.20197513904581,106.64343473783065,117.8536332760457,120.15047240475307,130.23930445135525,141.97151958514485,146.34807679939595,145.99595303471145,145.65841706021712,144.09391499096876,145.45642199816734,145.53027267623347,152.33919210783316,159.91245647434434,175.72066099322134,189.64870358956819,197.70953525113936,196.82039196164317,195.48227133983013,-0.009512353723389433,0.030321891518302335,0.006111944477310205,,
Philippines,13.209439858885602,14.388342102323199,16.1683034976736,18.37843920735936,19.71248583708416,22.407199164384163,25.983388019491677,25.489670403699204,29.5781042263992,27.772640210078883,30.04895209210288,30.97291753515248,34.04547691646128,35.27489961206661,36.33638169488407,34.66643912768832,33.03265078904251,31.86713868500743,33.76077856530037,29.15555376294512,27.47617077793694,27.74061967562198,31.9725442008224,35.14233034490672,37.83883792930736,39.94286463716417,39.41798694554352,47.52421222631121,48.79671639070287,51.243450933081704,57.99929414935583,62.45144563712415,68.47356790803212,69.23376833809866,67.36724476898728,66.84629272950333,67.695532169323,65.89577772100702,67.9991575188517,70.29568046592438,70.42486705150144,67.53609330599025,71.76485468083021,74.00394254363265,74.49971957543539,79.93848006144886,80.6514626306852,83.09574528142795,91.85924292756224,97.3081524343288,106.20768065954378,116.44395860532205,128.8666741472045,133.74917265827156,140.71496869148152,127.22522010755397,-0.09833608040144115,0.06565975801082802,0.00397782098643184,,
Singapore,13.092580560011635,14.966979859034907,18.022106835692362,22.434620467497624,22.039571114955336,23.927454430596832,20.685392004016002,25.934842139636004,24.2157310279776,23.900270816957608,23.516192779032806,27.866585590910397,27.964013063477598,28.4955663572952,30.353818222327202,30.1480878612184,34.7322203736952,33.678260882076806,35.7224727211536,36.690116185287195,37.137689265916,43.286696243543204,44.7392705554952,52.09222172596401,59.806092586422395,69.6233244878344,71.1501456934576,76.31092986731599,83.059396165272,95.6777570989096,98.55462865056,98.3730152070352,102.4039976573,101.20217214540001,99.9525066943,107.09629548941216,117.53554014688575,111.799605153933,103.68147850720678,116.19978094642201,127.26686081709265,140.29568804943165,151.42339294828366,163.384441170403,176.678872805433,185.33757776346266,192.7224284818884,191.96076529946004,191.4369707193081,190.99177270476315,202.7603787017995,217.0468506880575,228.98134180966252,225.3492659828644,217.16961551038196,210.98170060600518,-0.031147854741906067,0.020848850898550264,0.006596549298277194,,
South Korea,24.87125434860764,29.61080996379175,32.781864578111,36.303338444089036,42.484064584322,49.03402898040778,52.602322391560506,54.59002932366707,67.74755622125092,68.77850751056859,75.26617286627483,84.09587680150103,96.22548800187722,103.96394703299322,119.18055054843066,123.42864631877971,128.72955290569774,129.11919305547505,135.34804663015782,148.03288795179085,158.9245497502285,169.98918574977856,179.1528421781402,204.1221168072214,215.48221936558502,235.43760050487944,263.8189081775479,288.34094344213713,317.9313473202071,343.3661531570056,372.71421814604525,413.6194939290334,438.2457730495303,368.5596412746021,402.0407682969494,428.5974001711003,442.18897347236987,460.96104671357784,470.47957533874535,479.58962409158426,487.8672308702021,492.66269935882013,504.4659254503972,517.1509725938216,521.7941178784464,578.8953376154107,604.4665975309279,601.3038131206386,607.9590817953153,602.789466825229,609.3788574721474,614.4913351076623,631.0672609898104,646.3090304625127,623.1062685987192,577.7766501854816,-0.07528128909056009,0.017902765148594124,0.018064752276593907,,
Sri Lanka,1.4550595197873464,1.4901685696173348,1.5262538378739199,1.5627653755252524,1.5989680412786405,3.0932587972900003,2.8667655281500006,3.06571715152,3.21011139441,2.54703064998,2.4594193778199998,2.4268984362048003,2.590699246816,3.02212458850624,3.1160523161128,3.194978099982961,3.7636879944192803,4.27594604688864,4.6679558156176,3.9637006433228006,3.5747512208675998,3.49119921065,4.0282598045088,3.8918241723540006,3.671615099374801,3.9171207213000003,4.1466834446776,4.921080189767601,4.728382317579039,5.237526166945201,5.68844464352176,6.99067111212112,7.63865988106,8.13092879048984,8.88589267925,10.567441000834561,10.430146835358961,11.07516266265528,11.149433455339759,10.903799009236801,12.56195221300256,12.99689781128654,13.81393898641854,12.575278588782961,13.234187738426183,13.14707925915673,14.823527726176705,16.115513007276125,13.954333030586978,17.237434063440524,17.87287271628962,20.24858514570085,21.670281189364864,21.359412363185605,23.302902980618615,20.840859629055014,-0.10809750154658104,0.058208568049111786,0.0006516098674276366,,
Taiwan,18.84752569832614,20.038235221373007,21.790530145541393,23.867890323154736,25.229035768384158,27.55651556095133,33.85798376408948,35.34483767757325,41.49692158261414,38.57629691278302,41.84987272694904,52.214745094931835,57.13257223682799,65.3193949546335,67.70702509842788,73.62185308916139,64.77406915081121,67.81509703953371,74.60255562346025,76.09684728229955,75.03979709675129,86.34619677199643,91.36237546283517,107.11365055552399,117.3211393344812,120.54667629849415,130.20780575441964,139.2471415288473,151.30573311994596,158.49981805276408,169.43817121530938,177.56197987067463,192.82504714489792,206.73368720782364,218.05536977680032,236.3976968894813,234.39890939806298,245.96983174045263,249.7213266658815,266.5000499859032,270.3213228533961,278.1740316819884,281.0701340227255,266.3917609251825,253.81312843773088,273.2337056479475,278.10986463581315,272.0239519193708,273.726876279825,281.0120331498616,281.33081858099945,283.8380980540568,292.41589590239835,290.4673742306862,284.8723434443282,275.86027254567716,-0.03428127621035415,0.011611180529225829,0.008625041328498739,,
Thailand,7.366885964,8.743907365000002,9.900674154000003,12.985646961999999,14.063613007,16.258675998900003,17.899369072659994,22.2965942820504,23.6163281704856,24.276611492358406,26.112678511384004,27.577938943463998,30.8912527093288,34.776608769907995,36.07354751156,37.713995809080004,36.761543641892,36.384259876012806,40.43846551636481,44.142121429756,47.0209035786848,48.74884779306981,57.665180879704806,64.92577001253566,74.6998554859828,89.73181690307318,99.87439876247495,110.44940087633749,124.85676356239195,140.00880651957476,153.90317812665717,171.9310429562879,178.68760425425407,163.79190971553402,171.24585188089156,168.1669141206499,174.53305247523485,189.36890303411377,200.28777133923296,218.34591062140157,227.51853759738887,227.70993372192459,236.6896948701006,237.38878516591967,236.48219423361326,248.70916152231234,253.5417814426877,270.628740536269,273.87433219245275,280.69249298619883,288.7142891126719,295.46390131292424,296.31074733350806,298.9218896588664,293.62043870070374,276.4386990156168,-0.06108919650248412,0.02187737493641384,0.008643126398025744,,
Vietnam,8.226465482634453,13.943996822971076,19.04588761932522,19.79527394743324,23.276364618104353,24.282179872480654,21.8458117831018,21.11919730161128,22.700246508560802,17.295286477767444,19.762352166136182,12.052431432646845,12.863038280653736,13.075706270257518,13.894149177801772,14.939786599705242,15.196125101035097,16.35711766715147,17.338861057955498,17.19853794145784,17.35893395191838,18.94190194912361,21.444985726741663,20.902819533791664,17.816788436437992,17.867134521997684,17.426974239344315,18.319368659400002,20.5318382252,22.903047312800002,27.181668772221556,31.157581173292513,37.811541427194754,41.22132803082825,40.22084182603712,46.96831158287908,51.37527291809397,57.52185815493778,62.93320873983642,81.36190521461278,86.34451239010556,72.28546084027879,79.21129836187241,104.26557895351282,102.40652176377834,121.89973640444457,134.97033191799764,132.6745598324137,138.0404202060216,154.58337989924567,183.51407105577604,196.27117063113602,197.56514465838015,239.4179589620714,290.50669073527746,282.5730399245602,-0.029967324590065902,0.10989744683148595,0.008834922568509032,,
Other Asia Pacific,53.70285384069352,57.524608753547305,62.93330936133765,68.42357191745678,73.20805903020234,78.74220563109341,86.50589611062173,89.60038359072205,92.29100546504566,98.00577240883379,101.10489895407918,106.62230751067318,113.44721611772843,120.31611130286835,129.22770238250612,138.89900339801937,143.47982156564203,149.7915644168062,155.80385289054732,158.86337332913394,166.3015220212555,166.90190966498233,160.64073066623223,162.014202484206,159.60666396926146,154.3163248212717,150.33562647039088,134.24695791504934,127.1524427810963,119.7259652898563,116.08040042291545,107.052818065886,107.11612334140808,101.71230394694484,108.3590427376501,115.2992512317791,118.75681670286575,116.71195695752436,121.82157245690371,122.64171783280575,127.93996224119223,131.7739660019559,123.59294871283267,129.31069730431398,113.9259461685256,120.62068875712336,111.96344798839269,116.55754992461807,108.20363147181247,119.61136374317108,127.72725553778042,140.034593364163,142.6161985935365,146.55281588422363,205.9958388372319,204.67794036875762,-0.00911245501044966,0.06102002445729515,0.006399456066731123,,
Total Asia Pacific,1431.3131069578635,1549.4915158292595,1615.9405434255748,1721.6166940486025,1958.2046124265655,2234.9813198451548,2445.5761411742437,2583.142216212125,2786.105889048032,2826.25190424216,2931.5094653043548,3060.896859093817,3250.1835390660945,3384.7983011023343,3524.252802695302,3555.6434908424912,3575.548357363296,3609.1962818440634,3758.159760368043,4028.7274424146085,4160.9436172841315,4317.798174182842,4560.195705109481,4907.137673092343,5150.301223340652,5351.474941064341,5605.824082402148,5861.495357014676,6171.1229389071095,6504.279823556015,6764.045871158969,7076.749056757392,7227.070255416282,7161.847342919626,7453.761899225272,7695.525670714697,7947.2959505532945,8389.387148438518,9258.02575246123,10222.326415411952,11174.796361547687,11855.01137911363,12640.860662542409,12940.31571104989,13224.327530202872,13976.318026284232,14848.324739267073,15285.603010202034,15637.024392210193,15818.179171695914,15955.881398524174,16118.966561407917,16475.744449403606,16894.51673574109,17178.568044795265,16752.880033814716,-0.02744471518338487,0.02650563140591955,0.5237951856192261,,
Total World,11189.710672665746,11694.894484177312,12055.547103935369,12701.48048971129,13483.695285369075,14291.709385653472,14762.39558760985,15463.070164029077,16332.13679492405,16239.619095483948,16216.084515630668,17086.686280661706,17636.70264787381,17993.96915655398,18568.222665284567,18396.0573470535,18167.993114621033,18004.097105172703,18145.53343824817,18837.93947262892,19237.392884528166,19566.0453803558,20175.01617110018,20846.61009487131,21226.25753348196,21328.25100202044,21341.90037229375,21419.528420312276,21483.363898308333,21709.191918106135,21995.141668105884,22593.288060279992,22757.529583690375,22817.39445137832,23114.639190038717,23663.54402588071,23995.243297200628,24539.47802844013,25755.70268780655,27076.611383099164,28160.01609258439,29040.42693328016,30077.91158477809,30330.348970614443,29695.078840510247,31045.053552706002,31931.88298382908,32249.824334576126,32773.20368838706,32835.09556878548,32897.17611828762,33046.7289128026,33428.77430705975,34046.062364995654,34039.78594659331,31983.646459082298,-0.06297120972080672,0.013748521390561486,1,,
